ID_REF,Gene Symbol,Gene Title,Normal_Mean,Tumor_Mean,Log2_Fold_Change,P_Value,Adjusted_P_Value
214097_at,RPS21,ribosomal protein S21,169.70884883720927,384.17396279069766,1.1739723387363328,0.0005661778748684317,0.007073719840404238
201008_s_at,TXNIP,thioredoxin interacting protein,763.0710279069768,307.4432139534883,-1.3087018512264714,0.0005663293181026415,0.007073719840404238
214614_at,MNX1,motor neuron and pancreas homeobox 1,50.36519534883722,201.22665348837214,1.9771101202926744,0.0005716236199624922,0.007131852812779515
207621_s_at,PEMT,phosphatidylethanolamine N-methyltransferase,358.99841395348835,128.34379302325578,-1.4767797271462322,0.0006102550609528543,0.007497175960186077
209360_s_at,LOC100506403 /// LOC101928269 /// RUNX1,uncharacterized LOC100506403 /// uncharacterized LOC101928269 /// runt-related transcription factor 1,264.4530488372093,736.7063953488371,1.474590031267798,0.0006108074819572365,0.007497175960186077
202243_s_at,PSMB4,"proteasome (prosome, macropain) subunit, beta type, 4",103.57253255813953,304.82908604651163,1.5482216642801399,0.0006264537049944721,0.007632185843844627
200907_s_at,PALLD,"palladin, cytoskeletal associated protein",303.4052744186046,681.8182604651163,1.1655082839914817,0.0006662646787218355,0.007981922492450893
202311_s_at,COL1A1,"collagen, type I, alpha 1",399.05921627906974,837.1769790697675,1.0670413359328816,0.0007338374637891073,0.008556828992994599
202890_at,MAP7,microtubule-associated protein 7,66.25056976744189,233.64669069767433,1.8028717179010303,0.0008114280732659369,0.009203617834453027
207828_s_at,CENPF,"centromere protein F, 350/400kDa",191.4705697674418,511.26821627906975,1.4122615189564924,0.0008228180625460641,0.00928817370198275
222161_at,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2,145.5775790697674,33.55293720930232,-2.084784182773187,0.0008616034891992955,0.00961879286063522
204734_at,KRT15,keratin 15,305.9411999999999,845.9098697674418,1.4642461341839115,0.0009466746757259674,0.010336207907694241
221765_at,UGCG,UDP-glucose ceramide glucosyltransferase,77.48784186046512,248.59837441860464,1.6690674421539298,0.0010000785999126655,0.010780796383063567
209459_s_at,ABAT,4-aminobutyrate aminotransferase,86.30150906976743,279.7187213953488,1.685046784536221,0.0010294791448888683,0.010960288478527784
204146_at,RAD51AP1,RAD51 associated protein 1,213.0939872093023,479.30330465116276,1.165701456380736,0.0014654138063123151,0.014215853655227392
204162_at,NDC80,NDC80 kinetochore complex component,20.79082558139535,84.41727116279068,1.9708069523688427,0.001715424641191579,0.016000337915308478
219918_s_at,ASPM,"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)",78.77248837209302,167.47570930232558,1.0785774135041464,0.0017180586371497943,0.016018201092723373
215281_x_at,POGZ,pogo transposable element with ZNF domain,77.00383883720929,36.09995000000001,-1.0721278831954115,0.0017654267151411608,0.016262506611612437
217428_s_at,COL10A1,"collagen, type X, alpha 1",206.22222325581396,590.5348325581394,1.513284393114389,0.0018546592492235438,0.016847685303892468
213684_s_at,PDLIM5,PDZ and LIM domain 5,60.59460930232557,175.00458372093019,1.5147370033814704,0.001870366614580777,0.01695580930541231
205830_at,CLGN,calmegin,178.6526465116279,427.70733255813946,1.2547829048199626,0.0019314784894150163,0.017382526324569793
217022_s_at,IGH /// IGHA1 /// IGHA2,immunoglobulin heavy locus /// immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker),642.4837837209303,1713.0476953488374,1.4134315576498244,0.0019577474570389706,0.017539566598402397
213620_s_at,ICAM2,intercellular adhesion molecule 2,260.99168837209294,104.64972093023256,-1.3102320868570168,0.00204766329611161,0.018083795460334486
221922_at,GPSM2,G-protein signaling modulator 2,63.97719069767441,145.62358837209305,1.1741119437736556,0.002075605257370491,0.01819942934063187
201058_s_at,MYL9,"myosin, light chain 9, regulatory",337.9543767441861,149.97332325581397,-1.1667974495217555,0.002083847086085478,0.018252501815740056
202310_s_at,COL1A1,"collagen, type I, alpha 1",568.7510581395348,1239.9314511627906,1.1230198194730407,0.0021125660158490996,0.01846051314947666
37892_at,COL11A1,"collagen, type XI, alpha 1",130.21350465116282,1112.7907790697675,3.0854901372978407,0.002145061270098333,0.018685848429085675
210663_s_at,KYNU,kynureninase,130.49924186046508,309.8940720930232,1.2413686267630915,0.0022486151132337113,0.01932352123724905
202762_at,ROCK2,"Rho-associated, coiled-coil containing protein kinase 2",272.7355302325581,129.11110930232556,-1.0730385560758535,0.0022528967342911924,0.0193453941927594
204623_at,TFF3,trefoil factor 3 (intestinal),456.04182325581405,1104.208334883721,1.2739202518948212,0.0026353801362898493,0.021597710767542005
209605_at,TST,thiosulfate sulfurtransferase (rhodanese),330.5830953488373,150.79031860465116,-1.1272906811309775,0.0028129865257611355,0.022569665217773677
41660_at,CELSR1,"cadherin, EGF LAG seven-pass G-type receptor 1",91.98732093023258,234.50815813953488,1.3406711170805345,0.002926996621140289,0.02329366632459609
209351_at,KRT14,keratin 14,578.6174046511628,1429.4797209302326,1.3033262239118526,0.0031242042934696884,0.024353688405325504
202800_at,SLC1A3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",535.2652,184.95708139534887,-1.5279769472222888,0.003375904822964091,0.025691696437878702
207156_at,HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM,"histone cluster 1, H2ag /// histone cluster 1, H2ah /// histone cluster 1, H2ai /// histone cluster 1, H2ak /// histone cluster 1, H2al /// histone cluster 1, H2am",112.21041162790696,242.33851627906978,1.1039580473445667,0.0034197181915101085,0.025927723872548398
216194_s_at,TBCB,tubulin folding cofactor B,171.0857960465116,364.191413488372,1.0855248222454912,0.0036216039708121196,0.02699297233827443
215176_x_at,IGK /// IGKC,immunoglobulin kappa locus /// immunoglobulin kappa constant,346.07925581395347,925.6843162790697,1.4168128139787524,0.0036254996056104822,0.027001005251276196
215599_at,GUSBP3 /// GUSBP9,"glucuronidase, beta pseudogene 3 /// glucuronidase, beta pseudogene 9",32.975073720930226,135.99831534883722,2.011609566108776,0.0036764930443678274,0.02726475139914672
210163_at,CXCL11,chemokine (C-X-C motif) ligand 11,228.40105116279068,547.8954069767442,1.25865926514755,0.0037018565315738603,0.027363598796211915
210511_s_at,INHBA,"inhibin, beta A",58.116948837209286,219.59996976744185,1.8997888775300509,0.0037646720682027977,0.027659583301710183
211709_s_at,CLEC11A,"C-type lectin domain family 11, member A",154.4805302325581,432.4232813953489,1.47904271729339,0.003950063687962193,0.028628293636481603
212094_at,PEG10,paternally expressed 10,263.9437976744186,537.8507023255814,1.0241992510182862,0.003994109971271653,0.02884951458341856
205421_at,SLC22A3,"solute carrier family 22 (organic cation transporter), member 3",39.20543325581396,16.034816744186045,-1.238904049160967,0.004123528176785787,0.029496585148996148
204865_at,CA3,"carbonic anhydrase III, muscle specific",285.04948372093025,89.22374465116278,-1.6646856704073323,0.0043614255931098715,0.030764687081756018
209374_s_at,IGHM,immunoglobulin heavy constant mu,243.52571860465113,705.1551767441858,1.529999036600985,0.005086115995842591,0.03431771743372684
201083_s_at,BCLAF1,BCL2-associated transcription factor 1,29.496378837209306,67.70197767441863,1.1717136833066024,0.005110984499731982,0.03439687937406456
204352_at,TRAF5,TNF receptor-associated factor 5,109.18553255813953,223.74428139534885,1.028349597499865,0.0052924783630422315,0.0352089724356844
209395_at,CHI3L1,chitinase 3-like 1 (cartilage glycoprotein-39),191.7185697674418,454.13785116279075,1.2398079798553325,0.005578837833824318,0.03658841857402971
204848_x_at,HBG1 /// HBG2,"hemoglobin, gamma A /// hemoglobin, gamma G",265.67872093023254,89.29065813953488,-1.5624540795573492,0.005607796314643182,0.03668776432154845
216836_s_at,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2,507.21804651162785,1026.1023255813955,1.0150604073980785,0.006438276219479458,0.04021982310026934
218546_at,C1orf115,chromosome 1 open reading frame 115,644.647395348837,296.9983511627906,-1.1154421388934712,0.006482578991684551,0.04038336809385151
202023_at,EFNA1,ephrin-A1,138.19362093023256,306.07487209302326,1.1414973657584997,0.006768620357265917,0.04157045163271307
204508_s_at,CA12,carbonic anhydrase XII,47.18873488372094,214.85263023255814,2.163278841508558,0.006942168503543776,0.04219649229799945
201291_s_at,TOP2A,topoisomerase (DNA) II alpha 170kDa,39.84339069767442,122.24699069767442,1.5933778763943862,0.007649819924689995,0.04501010472696644
219681_s_at,RAB11FIP1,RAB11 family interacting protein 1 (class I),128.5440627906977,309.0775162790698,1.259186023887032,0.007896650488856294,0.04605105020758565
217388_s_at,KYNU,kynureninase,133.55724651162794,304.5275372093023,1.18308232739322,0.00868695406128622,0.04907013070501498
215920_s_at,NPIPA1 /// NPIPA5 /// NPIPB15 /// NPIPB3 /// NPIPB6 /// PDXDC2P,"nuclear pore complex interacting protein family, member A1 /// nuclear pore complex interacting protein family, member A5 /// nuclear pore complex interacting protein family, member B15 /// nuclear pore complex interacting protein family, member B3 /// nuclear pore complex interacting protein family, member B6 /// pyridoxal-dependent decarboxylase domain containing 2, pseudogene",130.25153953488373,64.48648372093025,-1.0030652720674897,0.008721860862095391,0.049214795034204
